"sentence","predicted_type","actual_type","data_trash","sentence_id","date"
"It has been the busiest shopping day of the year since 2005.","present_perfect","other",0,"25372284bf7f2090c7f799141b8ef8ff5e2061e7b2331db14895d363","2020-10-22 23:44:06.97761+04"
"Most stores offer great deals on Black Friday.","to_be_present","to_be_present",0,"33d7650e607afcc6a9f9752de54f2251ef689dae1a161f8cdb1ddbe6","2020-10-22 23:44:09.082169+04"
"They open their doors in the wee hours of the morning.","present_continuous","present_simple",0,"67f7609ce2a44f17805855d26f5289b6bafd106b65f19f151c6630c3","2020-10-22 23:44:18.253761+04"
"They try to attract shoppers with big discounts.","present_simple","present_simple",0,"06b7f1cf38c12b5043a9979f74538efc1e3d5b5fc1cc2037f08ada22","2020-10-22 23:44:24.460944+04"
"Some items like TVs are much cheaper than usual.","present_continuous","to_be_present",0,"2394035728a46142b29a6a7f51715ffbf5ea460343b7e56b60d71e21","2020-10-22 23:44:31.201527+04"
"Stores may even lose money on these items.","future_simple","other",0,"d0b032e8060022c8cccd00bc97c2b35d500cda6e59ff96edcd20aac2","2020-10-22 23:44:37.496288+04"
"They hope that shoppers will buy gifts for other people while they are in the store.","present_continuous","other",0,"28be24c440ecad6cfca86f9a25ef61aac79542bf0deb9f098ee98659","2020-10-22 23:44:42.184555+04"
"Black Friday is a great time to get good deals.","used_to","used_to",0,"2ec30ee5ec231cf9c41fd5cf3c5bfc268959ab731c9645ca59e6f6a1","2020-10-22 23:44:45.026317+04"
"The problem is that there are not enough lowpriced items to go around.","present_continuous","other",0,"71e5922dd1c623a8ae3861126d280487e17261c2993711ceaa3c21bd","2020-10-22 23:44:50.15483+04"
"Each store may only have a few.","present_perfect","other",0,"e49dd359b07a655b37592e8f2acc1eb399226a7d46e50a080e8dae52","2020-10-22 23:44:52.306289+04"
"These items are in high demand.","to_be_present","to_be_present",0,"5448ba0ee3dc8229a65f22d6f4dc9e80c231581d9652da9f6bd354d3","2020-10-22 23:44:54.84175+04"
"People stand in long lines to get such great deals.","present_simple","present_simple",0,"1a9df46c8b24845e7958fbd68e2463533b4281170f3ccd6da385f6bf","2020-10-22 23:44:58.240487+04"
"They may line up hours before a store opens.","present_simple","other",0,"683fa2c4527293006bb9d7bf502ed28b097bea3ed2b807a618d8b1e5","2020-10-22 23:45:00.005241+04"
"They may be hoping to get a low price on a TV or laptop, but not everyone who wants one will get one.","future_simple","other",0,"cdccdde12a35ebc65dde1f9bf3c60c32d24c24e0f76c4af2589b5d6f","2020-10-22 23:45:01.86579+04"
"The situation can be tense.","can","can",0,"5b49822c3f396b63e4f15186d9ec75029c05cb5d53c65698208daf59","2020-10-22 23:45:03.771419+04"
"Some Black Friday events have been violent.","present_perfect","other",0,"42de5849e9d2f3a2e767dc2e7751f5cd26058fd71ce03b77a6e08229","2020-10-22 23:45:06.224797+04"
"Large, eager crowds have trampled workers.","present_perfect","other",0,"7a6eabbbd7d3c98da600f5a770b546e13ad538f3ce2abf25a4e78bd8","2020-10-22 23:45:08.865711+04"
"Fights have broken out over toys or people cutting in line.","present_perfect","present_perfect",0,"9b4cf901824dc6993f168580aa910341d9271740978d38d881cad13b","2020-10-22 23:45:15.236418+04"
"People have shot one another over parking spots.","present_perfect","present_perfect",0,"6decffb40f059ef776ed1873312e306ea9953efd9e876304e767d0e2","2020-10-22 23:45:20.414244+04"
"But most Black Friday events are safe and fun.","to_be_present","to_be_present",0,"e6abe67db7363598c67fff91f8e64dd0bfc6ad1f37cca3b8f8749330","2020-10-22 23:45:41.717003+04"
"Still, if you plan on going, expect large crowds and a bit of shoving.","present_continuous","other",0,"a19cbcca75e438fd5e34097df3bcb193742fad3a0c151d2395b139d9","2020-10-22 23:45:43.808055+04"
"So where does the name ""Black Friday"" come from?","present_simple","other",0,"567ec599121c7d53f6d49722b09a8ad49f7894ed475fd30405cfa029","2020-10-22 23:45:52.366504+04"
"It was first used in Philadelphia in the 1950s.","past_continuous","to_be_past",0,"1e434049c774a90b8fb60a94baf29b2d368362f99803643e271f1f93","2020-10-22 23:45:56.601898+04"
"The police called this day Black Friday because of the heavy traffic it drew.","past_simple","past_simple",0,"63f0ee638bd8d39429adf154fe8ff2c6f58612eb6260a6a1584bd37e","2020-10-22 23:46:03.314803+04"
"In the 1960s, stores tried to rename the day ""Big Friday.","past_simple","trash",1,"c067706ee7bca4351ee086fc6a30a887a695d299bf85c16341fae577","2020-10-22 23:46:10.430186+04"
""" It did not stick.","past_simple","trash",1,"e0e424698345673c05b2a820d09977034147bee8cdd9ba9107fb1101","2020-10-22 23:46:14.933122+04"
"The name ""Black Friday"" continued to spread across the country.","used_to","past_simple",0,"737f06993fdd07ed767b04ecf07dafbea000d0214462fe530dd781a9","2020-10-22 23:46:25.539548+04"
"It seems that it is here to stay.","present_simple","other",0,"672e68f13ffcf0b2919c4b237ccc0d8008fba105c2fd4f9ecbbf6a94","2020-10-22 23:46:31.602538+04"
"Now people all over the country take part in the event known as Black Friday.","present_perfect","present_perfect",0,"00be4a8096b118069a1b354deb9c42cd73c3b0bc1ca78e7737ddcb88","2020-10-22 23:46:35.460935+04"
"It is even spreading to other parts of the world.","present_continuous","present_continuous",0,"81c50119ee9b03ccd6e1a0f7e2db81e84063a6c90763345ba2ae2edc","2020-10-22 23:46:39.206461+04"
"Stores have held Black Friday events in the U.K., Australia, and Brazil since 2012.","present_perfect","present_perfect",0,"0cc65585353cf7da65b390ec8078001d96ec555deed081e49c84f8a6","2020-10-22 23:46:42.65907+04"
"In Costa Rica Black Friday is known as ""Viernes Negro.""","present_simple","present_simple",0,"75357e4cee86d3bcc1a88947d42b4494ae4dff54c23b3be2c2e0222c","2020-10-22 23:46:45.756654+04"
"And in Mexico, stores offer an annual weekend of discounts.","present_simple","present_simple",0,"0ff6fcf71732e0608e90be904ff7ddeb5513ef3e83a13120f4843a7b","2020-10-22 23:46:49.462272+04"
"They call it ""El Buen Fin,"" which means ""the good weekend"" in Spanish.","present_simple","present_simple",0,"4c5b6eff576c3d33719fe7fc59c42659b45f49ec9c01cb8fcd87beda","2020-10-22 23:46:53.721531+04"
"I guess the language of savings is universal.","to_be_present","to_be_present",0,"1a4bdea7b2fe36a9b2c6f73bc78a8d97f4598540fb6e66b6a8f70d0c","2020-10-22 23:47:00.678941+04"
"Have you ever been to the beach?","present_perfect","present_perfect",0,"3141c0cf3464b20e92ea8b4a650c1beee7e9bed30ac1e046d570839d","2020-10-22 23:47:02.699631+04"
"Did you see a man with a headset pointing a long pole at the ground?","past_simple","past_simple",0,"f89ca5cb15dba5692ce70bf39e0afb7cecef0242062161d9de7f234c","2020-10-22 23:47:04.926704+04"
"If so you might have seen a person using a metal detector.","present_perfect","other",0,"4bb499e026d8687cb310d4a3e3f023f503dd9e117d7b97ffe4f1df06","2020-10-22 23:47:06.91518+04"
"People use these devices to find metal.","used_to","present_simple",0,"9257ed2b2a9b7dd9004a6becff1dc7a34fc5a126132f49c3d2f78286","2020-10-22 23:47:12.878453+04"
"Metal detectors make magnetic waves.","to_be_present","present_simple",0,"5294a52bea5d63d2c3cc79f013a1423d20689bf23f090cc82b6d96c0","2020-10-22 23:47:17.328114+04"
"These waves go through the ground.","present_simple","present_simple",0,"7f285ef34eba2ff587523556953665d6541eb5fe33f05646c75e014a","2020-10-22 23:47:20.422606+04"
"The waves change when they hit metal.","present_simple","present_simple",0,"106d86ef1ca4a9a0264acc50d5751037576cc753cb8a1348c14a2f0a","2020-10-22 23:47:23.866409+04"
"This lets the person with the device know that metal is close.","present_simple","other",0,"6c939052904abcfabb63e23646d53d0bedf68d1aee9e13c4bfb92eb7","2020-10-22 23:47:31.795871+04"
"The first metal detectors were meant to help miners.","present_perfect","other",0,"d86b3fdc84c3ededf686c6e93823f223fec3412bac49d04f433f2b94","2020-10-22 23:47:35.534007+04"
"They cost a lot of money.","past_simple","past_simple",0,"ec2bcde5f17c74472f8aa9b2632964d47ff9c1df44e35a8a11c6e60a","2020-10-22 23:47:39.373511+04"
"They used a lot of power.","used_to","used_to",0,"1306dd24da10e020a11c86288d1336d77f741f12a4ab5dc0c9962995","2020-10-22 23:48:09.096194+04"
"And worst of all, they didn't work well.","past_simple","past_simple",0,"5a58dab08a1c6f8a1276049c45de6027f25125c60993232eaef12dcc","2020-10-22 23:48:11.226607+04"
"People kept trying to make them better.","past_simple","past_simple",0,"f66aa16d747874953f1bf8a7a968e66eef36ab8f9d54e134f94df459","2020-10-22 23:48:25.42903+04"
"Now they are light and cheap.","to_be_present","present_simple",0,"a84206b4f3a25a4b4e0978aac87f2edac9f716ccaec8968af160cc2d","2020-10-22 23:48:28.614393+04"
"That is why people bring them to the beach.","present_simple","present_simple",0,"78a1ddec90988dcc6e777ae0a5ff9ab2b388df3098f383601e47c5db","2020-10-22 23:48:33.816806+04"
"They can look for rings in the water.","can","can",0,"4125caf41cd537572cfbe9b6cf277383a1c4c62377e2944e6b8c831c","2020-10-22 23:48:36.211537+04"
"They can look for phones in the sand.","can","can",0,"afeba7f778a0b43ad095986e5d2068d55c9f3aa43977b891e753a33b","2020-10-22 23:48:37.740529+04"
"Metal detectors help them find these things.","present_simple","present_simple",0,"b9f6c882d9f3f26f947a48b8997cb778bead3dbf330c455dcc27b841","2020-10-22 23:48:40.257338+04"
"They usually just find junk though.","present_simple","present_simple",0,"8aad8d88d240de1817a6bfb507a7c1ac6e71facfcadeb5118448177a","2020-10-22 23:48:42.871721+04"
"Metal detectors also protect people.","present_simple","present_simple",0,"3546886a23420b5824b25ba8d8c18121b0e402c9b6d54de0849e9d36","2020-10-22 23:48:44.834652+04"
"They help to keep guns out of some places.","present_simple","present_simple",0,"3eb25c0cf70eacd522786875d0ea41774881e5a63c8c2a948fff75d5","2020-10-22 23:48:49.235869+04"
"They help guards look for weapons.","present_simple","present_simple",0,"1a542dfee3ff0eeaa743ccbf1b92e8cf7ee0c0fdf6bf2273e096c5e8","2020-10-22 23:48:51.619131+04"
"Guards use special wands to find metal on a person.","used_to","present_simple",0,"537aafc1ed53db733474057821c10fd501fb1005fb38990864fbb8e8","2020-10-22 23:48:55.972266+04"
"These devices save lives in other ways too.","to_be_present","to_be_present",0,"ef373c8e2ba10a585b05ee4a3d1a52b45cc4f9edbc5d2c4d6ec1ac40","2020-10-22 23:48:58.754116+04"
"During wars, people plant bombs in the ground.","present_continuous","present_simple",0,"a480639a1c8569a579765575809e48f670ece41d268621c039575896","2020-10-22 23:49:06.315433+04"
"When the war ends, they don't clean up their messes.","present_simple","present_simple",0,"bbb6d1b2218275293dd84848ec57bef74d0338155545028280bf3e2d","2020-10-22 23:49:13.102196+04"
"This is unsafe for the people who live in those places.","to_be_present","other",0,"ad4207728cc6003896a74f447988f6c34caef035edc5585159e428f2","2020-10-22 23:49:18.06985+04"
"Others use metal detectors to find bombs.","used_to","present_simple",0,"8bb1f1f1a470c76ae89e95b3b12e74cf07b122c20eab8b5b256ef736","2020-10-22 23:49:23.778888+04"
"They remove them and help the people.","present_simple","present_simple",0,"a02aa19765fd3d0a9cd9dfa83371f83661f51f9f1d900c04c2d073e9","2020-10-22 23:49:27.03578+04"
"These devices also make clothes safer.","present_simple","present_simple",0,"9d4ced53433851ba24a264191de1951835350c6285ba7abca5514eea","2020-10-22 23:49:33.617932+04"
"It sounds funny, but it's true.","present_simple","other",0,"9cb255841a48c71eacd64f719556a5aa7f464a742517b68666f166fe","2020-10-22 23:49:36.935023+04"
"Most clothes are made in big factories.","to_be_present","other",0,"59ad712533a832149476f23931da86b3bb867abeb6d32641d468d1e3","2020-10-22 23:49:40.654954+04"
"There are lots of needles in these places.","present_continuous","other",0,"205873a6c03f055f6b2fc3d2f2601003e25fe65cfebb8738796ee49e","2020-10-22 23:49:43.243+04"
"Needles break from time to time.","present_simple","present_simple",0,"7e0d866eb792d020c355c568e9169cebdf3635187b263412fff0feb4","2020-10-22 23:49:45.680196+04"
"They get stuck in the clothes.","present_perfect","other",0,"8fd6bcec3dae3cfc244160bf2e3c311f211999e462401d5ea0987dfa","2020-10-22 23:49:53.433228+04"
"They would poke people trying them on.","can","other",0,"992f04fd22852dfc75ac6d26a092a24e34c38dedff7318453ce9952b","2020-10-22 23:50:54.692151+04"
"That's because our clothes are scanned for metal.","present_continuous","to_be_present",0,"790758f447cbb0d5a2e0114177df543eb0d55943bf67b96e2145cb36","2020-10-22 23:51:08.110983+04"
"Let's hear it for metal detectors.","future_simple","other",0,"681d065a183d5530acf4ab91bcaf5234e9d38d3c7858306263ec1a57","2020-10-22 23:51:16.302971+04"
"They make the world a safer place.","present_simple","present_simple",0,"9b1485dce9f6ba29cf2d32aa8c0142b1417417641492de79c5a059f6","2020-10-22 23:51:58.156135+04"
"Chess is called the game of kings.","present_perfect","other",0,"1c6db733d1932498cbd1ba34373b14a99083e474c80f887949ad3021","2020-10-22 23:52:07.771852+04"
"It has been around for a long time.","present_perfect","other",0,"828947701ed18d1562ac5668b22b0ad558812f5abaf59c79ae4d8c6c","2020-10-22 23:52:09.05751+04"
"People have been playing it for over 500 years.","present_perfect","other",0,"96b75d97d2cc13f07a3d47ff35fa802f2b19be8a1ee5096a49c1e52a","2020-10-22 23:52:11.455851+04"
"Chess is based on an even older game from India.","present_perfect","other",0,"3744e414526698ca9acb6f8837ecbd888c533b4215c7c63d593c0ffa","2020-10-22 23:52:13.305524+04"
"The chess we play today is from Europe.","present_simple","to_be_present",0,"2e9f40667bba5d6a7a8c058c891780a91124c1c21329cc64b45cd793","2020-10-22 23:52:20.044566+04"
"Chess is a two-player game.","to_be_present","to_be_present",0,"0e50cad6d3ca69628e395a2bb50f4a406302a56a934c85bf9c015bf8","2020-10-22 23:52:23.388341+04"
"One player uses the white pieces.","to_be_present","present_simple",0,"540b55f258ad38b765210e7fa569b331ead5ec73ff6e7031cc061f73","2020-10-22 23:52:27.170514+04"
"The other uses the White Chess Pieces black pieces.","to_be_present","present_simple",0,"afe16ce6df0e5200dd00cf2b4a67b263b77ba8e3e49253012de7fdfc","2020-10-22 23:52:29.333275+04"
"Each piece moves in a special way.","present_simple","present_simple",0,"b4a6a12d04484928e8828c193978b8b18c46a191842e7b4867a00a80","2020-10-22 23:52:31.612778+04"
"One piece is called the king.","to_be_present","to_be_present",0,"a1ec4f467448f3f3026cc8d8d77eb0afd1db82c3ab45a560cff36999","2020-10-22 23:52:33.604626+04"
"The players take turns moving their pieces.","present_continuous","present_simple",0,"398c1eb04cfbf44eab534b0e024f82a61b92f8a196b5d0beb5067aed","2020-10-22 23:52:38.723911+04"
"If a player lands on a piece, he or she takes it.","present_simple","other",0,"83ef278540e2c3080dc184265124957931aae2b69781c350d6cf9296","2020-10-22 23:52:40.309214+04"
"The game ends when a player loses his or her king.","present_simple","present_simple",0,"aaea69fb56cebf0d7374f017ca7405ccdeba4805ad2774bcb602e7f4","2020-10-22 23:52:44.281704+04"
"There are a few more rules, but those are the basics.","to_be_present","other",0,"0d712a7a7bdc6c1b6cf60a7e91d0f40693a5180ea4879239b88f2e3b","2020-10-22 23:52:48.208722+04"
"Some people think that chess is more than a game.","present_simple","other",0,"ae407e1f3a710a8e5dae58fc33b32408ad381d27d02ab4709c989a2e","2020-10-22 23:52:51.236834+04"
"They think that it makes the mind stronger.","present_simple","present_simple",0,"1df893d889782bf7311c280e0bd0129fe1971ac1997e352f4044d5ca","2020-10-22 23:52:58.077337+04"
"Good chess players use their brains.","to_be_present","present_simple",0,"6ca4c0712ecfabdbcca2eb7e385c593380c7927279455bae44696b93","2020-10-22 23:53:05.257591+04"
"They think about what will happen next.","future_simple","other",0,"a09676f5d5ef32c25012b4324447d9a3bcc2f6f7ae7eed8346d1ddb2","2020-10-22 23:53:09.916076+04"
"These skills are useful in life and in chess.","present_continuous","to_be_present",0,"8d246140de4b5f08a9cbdd600fc6f974bf528420459784588bff154b","2020-10-22 23:53:19.583201+04"
"Chess is kind of like a work out for the mind.","present_continuous","other",0,"1b7624ea10d5ba8d349014a6086adecb25a33b52913c09238f8eaf85","2020-10-22 23:53:26.59589+04"
"You don't always have lots of time to think when playing chess.","present_simple","present_simple",0,"3c0b9d542c51bcd8213b266c0d7cd744e63fe85cac6cd6b686da5c8b","2020-10-22 23:53:36.360456+04"
"There is a type of chess with short time limits.","present_continuous","other",0,"9067958ba55f1a633dd5a43de2407cb00066704fb982ab5bf3f446e9","2020-10-22 23:53:41.04319+04"
"In blitz chess, each player gets ten minutes to use for the whole game.","used_to","present_simple",0,"ecfbcbc976e71a71742b2ac27de4665c205ac63a3bd95e7be359b3b9","2020-10-22 23:53:48.669326+04"
"Your clock runs during your turn.","present_simple","present_simple",0,"44e619f6e5322f33b34804216f2639a90e2e07ab2b5c221ac0810ccf","2020-10-22 23:53:53.900123+04"
"You hit the time clock after your move.","present_simple","present_simple",0,"b3a5fe1f605580e679c055a6ecab3888284805225fe28e07fd57608c","2020-10-22 23:53:56.167671+04"
"It also starts the other player's clock.","present_simple","present_simple",0,"c26c355e1c85e01cb69d95bd891de98031e93d764f1827a22945f432","2020-10-22 23:53:58.966366+04"
"If you run out of time, you lose.","present_simple","present_simple",0,"da292bb3187f107ebafb8e389cb0475619bd28af8fb780ac141c2172","2020-10-22 23:54:01.010873+04"
"Games of blitz chess are fast-paced.","present_simple","to_be_present",0,"f97cd179f8ae623e6ba3b466214236c7909e7115340bcd2abf1340c6","2020-10-22 23:54:04.485406+04"
"Chess is not just for people.","present_continuous","to_be_present",0,"9ea321a5675cb8c4a540cf38c1d4d7e943edfa3f68851764f6a4c5f8","2020-10-22 23:54:06.494145+04"
"Computers have been playing chess since the 1970s.","present_perfect","other",0,"180dfcfa2804e7b5e3858c30998a89cd79acc3899b5909324401827f","2020-10-22 23:54:08.780212+04"
"At first they did not play well.","past_simple","past_simple",0,"3146e98a16afe012163a906bdebe4c5f635d68d46749af6f5379a386","2020-10-22 23:54:11.45573+04"
"As time went on they grew stronger.","past_simple","past_simple",0,"fd50e57b37523fc452b4255b78915377acb0d13018dfb13b512e309a","2020-10-22 23:54:17.746505+04"
"In 1997, a computer beat the best player in the world for the first time.","past_simple","past_simple",0,"29ea0fd96c3c1b60e984a0a8121e87487cdc99106fe6b2ffd0f9d76c","2020-10-22 23:54:26.918699+04"
"It was a computer called Deep Blue.","to_be_past","to_be_past",0,"b4f0c729dd800bdda4ec11b1336f3c0aa9219ade3cc1057c925f78c3","2020-10-22 23:54:32.151441+04"
"It took up a whole room.","past_simple","past_simple",0,"bdd3552394c7291a4ba7a5ae55663ec996572fd3c2f41ea966f8aec1","2020-10-22 23:54:35.224758+04"
"By 2006 a cell phone could beat the best players in the world.","could","could",0,"7ce9a8b2535f2fab8f7d1f1ffd9c66fa72f0ba1b89117e1514a1eb0f","2020-10-22 23:54:38.290781+04"
"Chess sure has come a long way.","present_perfect","other",0,"48cf83b11f90ce1d9dacb0580f1e8a31ec618414c89cadbd0d6b271e","2020-10-22 23:54:41.762767+04"
"Don't you think so?Do you like video games?","present_simple","trash",1,"79e213517f25bad8e46dd03169353a142ea97fa73bc697d35b40b631","2020-10-22 23:54:43.505383+04"
"There are many types of video games.","to_be_present","other",0,"c611e8f8ffeaf56a3f4ce9ca615d2cf6afecbb72ee019095a7b9bc3f","2020-10-22 23:54:46.463039+04"
"Some people like action games.","present_continuous","present_simple",0,"e1118b548b715fb3a502b29e1888b9bff122160bb537e7d213ab7537","2020-10-22 23:54:52.043448+04"
"Other people like driving games.","to_be_present","to_be_present",0,"3c5d944fb1efc573b67c96b8a8e57125b89972f7dd21e65de6eb3227","2020-10-22 23:54:56.529704+04"
"But the most popular game of all time is a puzzle game.","present_continuous","to_be_present",0,"cf3fbc6dac8d4a4f5e773e2015a9c49216cb89870f0bd39fc711388f","2020-10-22 23:55:03.725655+04"
"Tetris is a game about making lines.","present_continuous","to_be_present",0,"2c9d20f38d1398532901f2ce91c56efcc5e2108e93438445a48e7667","2020-10-22 23:55:07.477725+04"
"Blocks fall from the top of the screen.","present_simple","present_simple",0,"451db68ac97121d90e1495a603ac08daaf46d93b10d049a89021867a","2020-10-22 23:55:11.092224+04"
"They fall one at a time.","present_simple","present_simple",0,"57883babd0690cc5548eb55cde9e64ce9817f8e113f3da5b09593a94","2020-10-22 23:55:16.106526+04"
"The player moves the blocks.","present_simple","present_simple",0,"086d80dfa9068c1e323cf24b17eafbcb4b1c70cafc6257872bf89a4a","2020-10-22 23:55:17.762481+04"
"Once the blocks hit the bottom, they are locked in place.","present_continuous","other",0,"1637d698c30e3337c8995e220d57f11965487d2c901bd289bda5281f","2020-10-22 23:55:24.070121+04"
"Players try to make lines go across the screen with no gaps.","present_simple","present_simple",0,"3bbb8172420dcdb2456eeaf0667b23fab2b917128221215743829fc0","2020-10-22 23:55:29.475155+04"
"This gives players more room.","present_simple","present_simple",0,"327ed70a7e0392359e0afa92b7086994d978ba05a480a6f71e957d48","2020-10-22 23:55:33.61649+04"
"The blocks pile up during the game.","present_simple","present_simple",0,"29a2060107213429fa8507d020c652ac72c9c67ebd47dc9bf5d54efc","2020-10-22 23:55:37.405745+04"
"The game ends when the blocks get to the top of the screen.","present_simple","present_simple",0,"d712a39f1f338109070ab2ce28c3481c7dddc410814a3e8a87814dd9","2020-10-22 23:55:40.979523+04"
"A man named Alexey made Tetris in 1984.","present_perfect","past_simple",0,"fd821c6418fd96a3b6b27917a88b5a543947a81c1d6c0db076da845e","2020-10-22 23:55:48.461255+04"
"All the pieces in Tetris have four blocks.","present_perfect","present_perfect",0,"48a71c4019f37afb93b45cd2897c6d05fe976042398aa1eeca2dd6e2","2020-10-22 23:55:50.838639+04"
"The word ""tetra"" means four.","present_simple","present_simple",0,"993fa0ea651d2d719dfe4883dca0531b3619c9ca1c2e07e915ddb395","2020-10-22 23:55:54.74764+04"
"Alexey named his game after tetra and tennis.","past_simple","past_simple",0,"aba8e54420f515910db66c9e5ebbdc7ae1647b9f5bc926c080ad8b13","2020-10-22 23:56:00.077901+04"
"He made Tetris while working at a science academy in Moscow.","past_simple","past_simple",0,"a616278242587f1af52ceceb74516d0e4e5e1f15e1c2c9d832328682","2020-10-22 23:56:07.631539+04"
"Alexey made his game on a screen that only showed letters.","past_simple","past_simple",0,"eaf0ec1008d7e4e0888d51541e0c94f4cbf5d32f360f91552bb346e6","2020-10-22 23:56:12.252252+04"
"He could not use blocks.","could","could",0,"8c5db1530109fe3ac537bf1fe5a29c43b5e3132d2c10d5dc90af3419","2020-10-22 23:56:14.347943+04"
"The blocks were made out of letters in the first game of Tetris.","present_perfect","other",0,"8894bc3c4e76b3e690506c6452e6d1198cef34d4eb46d4aaccc93481","2020-10-22 23:56:16.482144+04"
"Still, all Alexey's friends loved his game.","past_simple","past_simple",0,"6d9be9811684692c7c80064f40f31f8a5da902ba85c75b9f16a97717","2020-10-22 23:56:21.247322+04"
"It was easy to learn and fun to play.","used_to","to_be_present",0,"d6dcca920639af994a2a25ee86c83b1a167fe7dd3f810eef1498c55d","2020-10-22 23:56:26.666837+04"
"Soon the game spread across the world.","past_simple","past_simple",0,"2ada44a501eb0e6318140469ce262085e2691c7f947db530df48b76b","2020-10-22 23:56:31.777312+04"
"It was on every computer.","to_be_past","to_be_past",0,"496a11cecbdbddf105ea372c7be7f37398e6dfe70670ac005448372e","2020-10-22 23:56:33.677942+04"
"It came with every one of Nintendo's Game Boy.","past_simple","past_simple",0,"6e5f8c31af8e19e689be767be312f5281ed7db2c5004211ee891b4e5","2020-10-22 23:56:35.430822+04"
"More than 100 million Game Boys were sold.","present_perfect","other",0,"7a38c17684d03b3cf9dd037cee252800540118251f05a7f8078cf03a","2020-10-22 23:56:40.48614+04"
"Tetris was all over the place.","past_continuous","past_simple",0,"16ed4c3fbdca7f2d27c72805152426dad3a24968f118d84cbe0f5826","2020-10-22 23:56:46.569976+04"
"Even today Tetris comes with many phones.","present_simple","present_simple",0,"2e6ad1d1133004bdf567a67b9bc18acfd21df5b74766f6c9469665d1","2020-10-22 23:56:53.919544+04"
"Dr. Richard Haier has studied Tetris players.","present_perfect","present_perfect",0,"635876915b757cd9f19fd43b334f0de3e3f11423646278ad2a94fdf0","2020-10-22 23:56:56.595102+04"
"He found that playing Tetris boosts mental activity.","past_simple","past_simple",0,"dd88627477ec9102cf7c52acbc24e872303ba87a12cda10336e68ffc","2020-10-22 23:56:58.511354+04"
"Dr. Haier thinks Tetris is good for the brain.","present_simple","other",0,"0d7bda183bfe0b5524aaa56a2c30518f74c547081670488c9dfebbc3","2020-10-22 23:57:00.459505+04"
"I agree with this finding.","present_simple","present_simple",0,"a7ebeadd9a4b7f868ce08aefac6c50882d7324d153f77e496d07c1fa","2020-10-22 23:57:12.94832+04"
"Now go and play some Tetris.","future_simple","other",0,"57b8a9a0dcb8467e9ab89d625f5da20c7fe1da413fec4f7dc28e22a3","2020-10-22 23:57:14.550402+04"
"It's just what the doctor ordered.","present_simple","other",0,"da7d85f98ddad4a8ef818bcc10381b6ba750585d5411dd7bdea330cb","2020-10-22 23:57:19.512823+04"
"Dolphins are often regarded as one of Earth's most intelligent animals.","present_perfect","other",0,"7c9419a64309091674fc72f5f51d32ccab5ba945e6c2dea0bcda7bc5","2020-10-22 23:57:22.454549+04"
"They are social creatures, living in pods of up to a dozen individuals.","present_continuous","to_be_present",0,"53449c817b53a8ab82e2fe636929b90ebaafd0e4018cbc19498c4517","2020-10-22 23:57:38.404304+04"
"In places with a high abundance of food, pods can merge temporarily, forming a superpod; such groupings may exceed 1,000 dolphins.","can","can",0,"145015f937124064cc178b6f4a42f327cf46c0621e2f47ff13e4a891","2020-10-22 23:57:43.111879+04"
"They communicate using a variety of clicks, whistle-like sounds and other vocalizations.","present_continuous","present_simple",0,"baeac0d25b8711833960408c4fb215c0620a1ebd04b25ea5b72bad67","2020-10-22 23:57:48.653662+04"
"Membership in pods is not rigid; interchange is common.","to_be_present","to_be_present",0,"ef718cbbf0deb220188cb486945ec59b81937a396d13b9fd4d896f8a","2020-10-22 23:57:51.970242+04"
"Dolphins can, however, establish strong social bonds; they will stay with injured or ill individuals, even helping them to breathe by bringing them to the surface if needed.","can","other",0,"b4ce90ed357015abc13e74225f358b136cda17dea6c122fa621f13b2","2020-10-22 23:57:55.07011+04"
"This altruism does not appear to be limited to their own species.","present_simple","present_simple",0,"3a60664de0df4c7445ce835682f7a8e90174b4221c6d66e7d171a0c9","2020-10-22 23:58:01.172968+04"
"This is a very sad movie, which makes you think about what we want from life.","present_simple","other",0,"a949c2e44c5a6269a492bb35ce6d690f19fb5ae00564a65f184b6d59","2020-10-23 00:00:38.053225+04"
"The dolphin Moko in New Zealand has been observed guiding a female Pygmy Sperm Whale together with her calf out of shallow water where they had stranded several times.","present_perfect","other",0,"fc8504e5edb0ffe1e1b63a2a2ce009fd6c21e934b6af5e68543e672c","2020-10-22 23:58:04.465441+04"
"They have also been seen protecting swimmers from sharks by swimming circles around the swimmers or charging the sharks to make them go away.","present_continuous","other",0,"122e8ffe2e7401dd49ac8f550e8e1000b0cdf56456afbf3a32d71161","2020-10-22 23:58:06.715454+04"
"Here are the instructions for next weekend's camping trip in Scotland.","present_continuous","to_be_present",0,"35c44c297e4fcb8f7ab81e58a1f691432ef779b8525d07cf9b33e93e","2020-10-22 23:58:15.097802+04"
"There are seventeen people going on this trip so it's important that you arrive at the meeting point early enough for us to be able to leave at 8am.","used_to","other",0,"8bf60f6f5fcea518e181726abcb58a1a85681dd0bd1acb0b404160ad","2020-10-22 23:58:20.656978+04"
"There will be two minibuses and please make sure you are on the right one.","to_be_future","other",0,"8cb6c3481c241bc1c00eb4fe8d95c31048a084407294f02eb1baa10e","2020-10-22 23:58:22.511079+04"
"Last week's e-mail gave all this information.","past_simple","past_simple",0,"6b44c5c1019f34edf7380af23217eb68b8ada9f721647e272e698b0c","2020-10-22 23:58:24.661493+04"
